Testlet Code,Text
Testlet3220,"rode horses. When he came home, he was stronger.</div>All his life, Teddy worked to stay strong. He also worked hard in school. He did very well. When he grew up, he became the president of the United States. Some people think he was the best president ever.</div>"
Testlet3100,"A &#8220;Sort of&#8221; Pet</h1>Mia wanted a pet. She really wanted a dog. But she lived in an apartment. Pets weren&#8217;t allowed.</div>One day, Mia&#8217;s dad took her to Animal Care. This is a place that takes care of animals. Dad told Mia that people can help the animals. First, they give money for one animal.</div>"
Testlet3100,"Then the money is used to care for that animal. People can even visit their animal.</div>For Mia&#8217;s birthday, her dad gave money to help care for a dog.</div>Mia and her dad often visit the dog. Mia calls the dog her &#8220;sort-of&#8221; pet. And she loves it!</div>"
Testlet3130,"Awake at Night</h1>Some animals are nocturnal, or awake at night. They hunt for food in the dark. But when the sun rises, they hide and sleep.</div>Field mice are nocturnal animals. They run through the fields at night, hunting for seeds to eat. Their whiskers help them feel their way through the dark. Field mice also make squeaky sounds to &#8220;talk&#8221; to one another.</div>"
Testlet3130,Owls are also nocturnal. They are able to hear the mice squeak. The owls have very large eyes that help them find mice in the dark. They can fly down and grab the mice with their sharp claws.</div>
Testlet3110,"A Big Job for a Small Ant</h1>One morning, all the ants marched out to hunt. But the little red ant couldn&#8217;t march fast enough.</div>She shouted, &#8220;Please wait for me!&#8221; But the other ants wouldn&#8217;t wait. So the little red ant hunted for food alone. Luckily, she discovered a piece of cake under a leaf. The cake was very heavy. But no one</div>"
Testlet3110,"was around to help the little red ant. So very slowly, she lifted the cake and carried it all the way home.</div>The little red ant nibbled on the cake all winter long. Soon she was as big as all the other ants!</div>"
Testlet2030010,"How to Build a Snowman</h1>Make three snowballs&mdash;one large, one medium, and one small. Use the large snowball as the base. Put the medium snowball in the middle, and then put the small snowball on top for the head. Use sticks for arms, and rocks for a face. You can even put a hat on the head.</div>"
Testlet2030010,<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I50_149_tab1_page2.png' alt='a smiling snowman with a yarn hat on his head' /></div>
Testlet2030010,"How to Build a Sand Castle</h1>Get a shovel and a pail. Pat down some wet sand to make a flat base. Then fill the pail with more wet sand. Tip the pail over to form a tower or two. Use small rocks or seaweed to make the castle look nice. You can dig a moat around it, too.</div>"
Testlet2030010,"<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I50_149_tab2_page2.png' alt='a big sand castle with three towers and a moat, around it, filled with water' /></div>"
Testlet2030007,"Grassland<br/>Food Chain</h1>What is a food chain? It is the order in which living things eat each other.</div>In a grassland, grass is at the bottom of the food chain. A rabbit eats the grass, and then a fox eats the rabbit.</div>Look at the next page. The fox is at the top of this food chain.</div>"
Testlet2030007,"<div class='passageBody alignCenter'><img aria-describedby='RC_L2_I51_140_tab1_page2.svg_DescribeId' src='{cdnPath}/images/RC_L2_I51_140_tab1_page2.svg'/><div class='screen-reader-only' id='RC_L2_I51_140_tab1_page2.svg_DescribeId'><h4>Grassland Food Chain</h4><ul><li>At the top, a fox.</li><li>In the middle, a rabbit.</li><li>At the bottom, grass./li></ul></div></div>"
Testlet2030007,"Ocean<br/>Food Chain</h1>The order in which living things eat each other is called a food chain.</div>In the ocean, tiny plants are at the bottom of the food chain. Very small animals called krill eat these plants. Then a whale eats the krill.</div>Look at the next page. The whale is at the top of this food chain.</div>"
Testlet2030007,"<div class='passageBody alignCenter'><img aria-describedby='RC_L2_I51_140_tab2_page2.svg_DescribeId' src='{cdnPath}/images/RC_L2_I51_140_tab2_page2.svg'/><div class='screen-reader-only' id='RC_L2_I51_140_tab2_page2.svg_DescribeId'><h4>Ocean Food Chain</h4><ul><li>At the top, a big whale.</li><li>In the middle, a small krill. Krill are sea creatures that look like small shrimp.</li><li>At the bottom, tiny plants.</li></ul></div></div>"
Testlet2030006,The First Cars</h1>Some of the first cars were made in France. They had three wheels and were powered by steam. These cars were made so the army could move from place to place.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I51_144_tab1_page1.png' /></div><div class='passageMisc alignCenter'><div class='paraTitle'>Three-Wheeled Steam Car from France</div></div>
Testlet2030006,"Later cars were powered by gas. The first car that used gas was made in Germany. It also had three wheels. Later, another German car had four wheels and used gas, just like cars today.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I51_144_tab1_page2.png' /></div><div class='passageMisc alignCenter'><div class='paraTitle'>Four-Wheeled Gas Car from Germany</div></div>"
Testlet2030006,The First Bikes</h1>The first bikes were made of wood. They did not have pedals. They were made to help people run faster. Later bikes had pedals that turned the wheels so people could ride without putting their feet on the ground at all.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I51_144_tab2_page1.png' /></div><div class='passageMisc alignCenter'><div class='paraTitle'>Wooden Bike with Pedals</div></div>
Testlet2030006,Wooden bikes were hard to ride. They rattled and shook. Later bikes were made mostly of metal and had rubber tires. This helped them ride much more smoothly.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I51_144_tab2_page2.png' /></div><div class='passageMisc alignCenter'><div class='paraTitle'>Metal Bike with Rubber Tires</div></div>
Testlet2030013,"Recycle Paper</h1>Do not just throw away old paper. Recycle it! This means that the old paper gets changed. It is turned into paper that can be used again. It can be used to <u>produce</u>, or make, new things.</div>Shoe boxes, paper plates, and lunch bags can be made from recycled paper. It can even be used to make chairs.</div>"
Testlet2030013,"Recycle Plastic</h1>What happens when we recycle plastic? The old plastic gets changed. It is turned into plastic that can be used again.</div>First, the old plastic gets sorted. Then it gets melted down. The recycled plastic is used to make new things. Some of these new things are shoes, sleeping bags, and backpacks.</div>"
Testlet310000110,Meet the Lions</h1><div class='paraTitle'>What Lions Look Like</div>Lions have strong bodies with golden coats. Their long tails end in a bunch of fur. Lions have strong teeth and sharp claws to catch food. Grown male lions have shaggy manes. Females have no manes.</div><div class='paraTitle'>Where Lions Live</div>A large number of lions live on the plains and grasslands of Africa.</div>
Testlet310000110,They live south of the Sahara Desert. A small number of lions live in Asia. This map shows where the lions live.</div><div class='passageBody alignCenter'><img aria-describedby='RC_L2_I61_178_tab_page2.svg_DescribeId' src='{cdnPath}/images/RC_L2_I61_178_tab_page2.svg'/><div class='screen-reader-only' id='RC_L2_I61_178_tab_page2.svg_DescribeId'>The places that are ocean are called Atlantic Ocean and Indian Ocean. The places that are land are called Asia and Africa. The map tells where lions live by shading. A very small piece of Asia is shaded and a very big section of Africa is shaded.</div></div>
Testlet310000110,"<div class='paraTitle'>How Lions Live</div>Lions live in a group called a pride. Male lions protect the land where the pride lives. The females raise the cubs. They must also look for food for the pride. Sometimes the males will join in the search for food.</div><div class='passageBody Left'><div class='passageTwoHalf Left'><img alt='A photo shows a female lion gently holding a cub by the back of its neck. The cub is so small, it is far above the ground. ' src='{cdnPath}/images/RC_L2_I61_178_tab_page3.png'/><div class='screen-reader-only' id='RC_L2_I61_178_tab_page3.png_DescribeId'></div></div><div class='passageTwoHalf Right'><div class='passageMisc'><div class='paraTitle absBottom'>Female Lion and <br/>Her Cub</div></div></div></div>"
Testlet310000120,How to Make a Balloon Greenhouse</h1>People grow plants in a greenhouse. You can make a greenhouse to find out how it works. Get the things in the list. Then follow the steps in order.</div><div class='paraTitle'>Things You Need</div><div class='passageMisc Left'><div class='passageTwoHalf Left'><ul class='bulletPoints disc'><li>a clear balloon</li><li>a funnel</li><li>radish seeds</li></ul></div><div class='passageTwoHalf Right'><ul class='bulletPoints disc'><li>1/2 cup of dirt</li><li>1/2 cup of water</li><li>a long piece of string</li></ul></div></div>
Testlet310000120,<div class='paraTitle'>Steps to Take</div><ol class='bulletPoints boldBullet'><li><span>Place the funnel into the balloon.</span></li><li><span>Pour dirt inside the balloon.</span></li><li><span>Pour water inside.</span></li><li><span>Drop in some radish seeds.</span></li><li><span>Remove the funnel.</span></li><li><span>Blow some air into the balloon.</span></li><li><span>Knot the balloon and tie the string around the knot.</span></li><li><span>Hang the balloon near a window so it gets some sun.</span></li></ol></div>
Testlet310000120,"The balloon helps the seeds. It keeps warm air inside, even if it is cool outside.</div>The drawings on the following pages show how to make the greenhouse.</div>"
Testlet310000120,<div class='passageBody alignCenter'><img alt='A drawing shows a funnel and an empty balloon.' aria-describedby='RC_L2_I61_181_tab_page4.png_DescribeId' src='{cdnPath}/images/RC_L2_I61_181_tab_page4.png'/><div class='screen-reader-only' id='RC_L2_I61_181_tab_page4.png_DescribeId'>The funnel is like a cup that is very narrow at the bottom. But the funnel is open at the bottom so dirt or water can go through it. The open end of the balloon is around the bottom of the funnel.</div></div><div class='passageMisc'><div class='paraTitle alignCenter'>Start the greenhouse.</div></div>
Testlet310000120,"<div class='passageBody alignCenter'><img alt='A drawing of the final balloon greenhouse ' aria-describedby='RC_L2_I61_181_tab_page5.png_DescribeId' src='{cdnPath}/images/RC_L2_I61_181_tab_page5.png'/><div class='screen-reader-only' id='RC_L2_I61_181_tab_page5.png_DescribeId'>This drawing shows a full balloon, hanging upside down from a string. Dirt is inside the balloon at the bottom. Small leaves are poking through the top of the dirt.</div></div><div class='passageMisc'><div class='paraTitle alignCenter'>The radish seeds should grow in<br/>about a week.</div></div>"
Testlet310000100,"Masks</h1>In the past, people all over the world made masks. They used objects they found in nature. They made masks for different reasons.</div>In Africa, people carved some masks from wood. They added shells. A child ready to become an adult might have worn a mask like the one on the next page.</div>"
Testlet310000100,"<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I75_175_tab_page2.png' alt='A wooden mask of a face with long hair going straight up from its head. Many shells mark the hair and the forehead.' /></div><div class='passageMisc'><div class='paraTitle alignCenter'>A Mask from Africa</div></div>In Mexico, people made some masks of stone. This kind of mask</div>"
Testlet310000100,"was too heavy to wear. People may have used a mask like this to honor family members from the past.<div class='alignCenter'><img src='{cdnPath}/images/RC_L2_I75_175_tab_page3.svg' /></div></div><div class='passageMisc'><div class='paraTitle alignCenter'>A Mask from Mexico</div></div>In Australia, people made some masks from turtle shell and wood.</div>"
Testlet310000100,They added feathers and shells. They wore a crocodile mask like this for special dances.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_I75_175_tab_page4.svg' /></div><div class='passageMisc'><div class='paraTitle alignCenter'>A Mask from Australia</div></div>
Testlet2030016,"The Shoemaker and the Elves</h1>The shoemaker was sad when he ran out of money to make shoes. But in the night, while he was sleeping, two elves came in and made the shoes.</div>The next morning, the shoemaker went into his workshop. &#8220;Oh my!&#8221; he said with surprise. Many pairs of shoes were on the table! He was filled with joy.</div>"
Testlet2030016,"<div class='passageBody alignCenter'><img '='' a='' alt='A mouse is showing two elves how to sneak into the shoemaker's house. Through a window, we see the shoemaker asleep in his bed. ' asleep='' bed.='' his='' house.='' in='' s='' see='' shoemaker='' src='{cdnPath}/images/RC_L2_L51_156_tab1_page2.png' the='' through='' we='' window,=''/><div class='screen-reader-only' id='RC_L2_L51_156_tab1_page2.png_DescribeId'></div></div>"
Testlet2030016,"Maria&#8217;s Tortillas</h1>&#8220;No more flour! How will I make the tortillas for dinner?&#8221; Maria said sadly. Just then, she looked up and was surprised to see two elves, carrying bags of flour!</div>&#8220;Hello,&#8221; said one elf.</div>&#8220;We&#8217;re here to help,&#8221; said the other.</div>Maria laughed. There would be tortillas after all.</div>"
Testlet2030016,<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_L51_156_tab2_page2.png' alt='Maria is in her kitchen happily making tortillas from the flour the elves brought her.' /></div>
Testlet2030012,"Jack and the Beanstalk</h1>Jack planted some tiny beans. One beanstalk grew quickly. It got so tall Jack could not see the top!</div>Jack wanted to see what was at the top, so he climbed the beanstalk all the way up into a cloud. At the top of the cloud, he saw a great big house!</div>"
Testlet2030012,<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_L51_168_tab1_page2.png' alt='A picture shows Jack climbing up the giant beanstalk into the clouds.' /></div>
Testlet2030012,"Mai and the Ladder</h1>Mai traded her fishing pole for a ladder. She took the ladder home and unfolded it. Mai started to climb up the ladder. It was so tall she could not see the top!</div>So Mai kept climbing on her <u>journey</u> into the clouds. At the top of the ladder, she found a beautiful garden.</div>"
Testlet2030012,</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_L51_168_tab2_page2.png' alt='A picture shows Mai climbing her ladder. The ladder goes up and over her floating house in her fishing village all the way into the clouds. ' /></div>
Testlet310000140,"Poetry on the Farm</h1>&#8220;Come along, Henry,&#8221; said Mother. I stood up with my book and carried my basket filled with eggs.</div>&#8220;Good-bye to you and your funny feet. Thanks for all the eggs to eat!&#8221; I was speaking to Bess, our chicken, and Mother laughed.</div>"
Testlet310000140,"&#8220;Why do all of your words rhyme?&#8221; asked my sister, Mary. &#8220;Papa&#8217;s not going to like it.&#8221;</div>I showed Mary my book of poems. She snorted, but I didn&#8217;t care. &#8220;You know that I&#8217;m working while I rhyme. I found the eggs in such a short time!&#8221;</div>"
Testlet310000140,"<div class='passageBody highlightWords' highlightcount='1' group='g1'><span id='Just' class='highlightWord'>Just</span> <span id='then' class='highlightWord'>then</span> <span id='Papa' class='highlightWord'>Papa</span> <span id='walked' class='highlightWord'>walked</span> <span id='in' class='highlightWord'>in</span>, <span id='smiling' class='highlightWord'>smiling</span>. &#8220;<span id='Son' class='highlightWord'>Son</span>, <span id='I' class='highlightWord'>I</span> <span id='do' class='highlightWord'>do</span> <span id='like' class='highlightWord'>like</span> <span id='your' class='highlightWord'>your</span> <span id='poems' class='highlightWord'>poems</span>, <span id='but' class='highlightWord'>but</span> . . . <span id='keep' class='highlightWord'>keep</span> <span id='that' class='highlightWord'>that</span> <span id='big' class='highlightWord'>big</span>, <span id='red' class='highlightWord'>red</span> <span id='barn' class='highlightWord'>barn</span> <span id='door' class='highlightWord'>door</span> <span id='shut' class='highlightWord'>shut</span>!&#8221;</div>"
Testlet310000150,"Danny in the Daytime</h1>The bat family has been awake all night. &#8220;It&#8217;s time for sleep,&#8221; Dad says. But Danny, the littlest bat, wants to see what daytime is like. So he waits until his family is snoring. Then he sneaks out.</div>&#8220;I&#8217;ve never seen the sun rise before!&#8221; says Danny. The sky is so pretty that Danny decides to stay up all day.</div>"
Testlet310000150,"That night, when his family wakes up, Danny is too tired to catch bugs to eat. &#8220;Day is nice, but night is better,&#8221; Danny says. &#8220;I think I&#8217;ll go to sleep when this night is over,&#8221; he yawns.</div>"
Testlet310000160,"Show and Tell</h1><div class='passageBody highlightWords' highlightCount='1' group='g1'><span id='It' class='highlightWord'>It</span> <span id='was' class='highlightWord'>was</span> <span id='Show' class='highlightWord'>Show</span> <span id='and' class='highlightWord'>and</span> <span id='Tell' class='highlightWord'>Tell</span> <span id='day' class='highlightWord'>day</span>.<br/> <span id='Mr' class='highlightWord'>Mr</span>. <span id='Wilson' class='highlightWord'>Wilson</span> <span id='said' class='highlightWord'>said</span>, &#8220;<span id='Amber' class='highlightWord'>Amber</span> <span id='has' class='highlightWord'>has</span> <span id='something' class='highlightWord'>something</span> <span id='to' class='highlightWord'>to</span> <span id='show' class='highlightWord'>show</span> <span id='in' class='highlightWord'>in</span> <span id='the' class='highlightWord'>the</span> <span id='back' class='highlightWord'>back</span> <span id='of' class='highlightWord'>of</span> <span id='the1' class='highlightWord'>the</span> <span id='classroom' class='highlightWord'>classroom</span>.&#8221; <span id='Everyone' class='highlightWord'>Everyone</span> <span id='turned' class='highlightWord'>turned</span> <span id='to1' class='highlightWord'>to</span> <span id='see' class='highlightWord'>see</span> <span id='Amber1' class='highlightWord'>Amber</span> <span id='next' class='highlightWord'>next</span> <span id='to2' class='highlightWord'>to</span> <span id='a' class='highlightWord'>a</span> <span id='big' class='highlightWord'>big</span> <span id='metal' class='highlightWord'>metal</span> <span id='box' class='highlightWord'>box</span> <span id='with' class='highlightWord'>with</span> <span id='lights' class='highlightWord'>lights</span> <span id='on' class='highlightWord'>on</span> <span id='it' class='highlightWord'>it</span>.</div>&#8220;This is my time machine,&#8221; said Amber. &#8220;It can take us into the past or into the future.&#8221;</div>&#8220;How does it work?&#8221; asked Ed.</div>"
Testlet310000160,"&#8220;Let&#8217;s go into the past!&#8221; cried Justin.</div>&#8220;No way, let&#8217;s go into the future!&#8221; argued Kate.</div>&#8220;Wait a minute,&#8221; said Mr. Wilson. &#8220;Nobody is going anywhere. We have work to do!&#8221;</div>"
Testlet2030008,"The Gingerbread Boy</h1>Once a woman made a gingerbread boy. When the boy was baked, he ran out of the house. The woman and her husband tried to catch him. They could not.</div>A cow and a pig chased the gingerbread boy, but he ran away.</div>"
Testlet2030008,"At last, a fox caught him, and that was the end of the gingerbread boy.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_L62_164_tab1_page2.png' alt='A pleased fox sits on a rock and licks his paws clean. There are crumbs in front of him. ' /></div>"
Testlet2030008,"The Runaway Pancake</h1>Three women had just finished cooking a pancake. Suddenly it leaped from the pan, and off it dashed. A rabbit and then a wolf chased the pancake, but it ran away.</div>Then three hungry children <u>approached</u> the pancake. As they got close, the pancake stopped running. It let them eat it up.</div>"
Testlet2030008,<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_L62_164_tab2_page2.png' alt='The happy pancake is running away from the rabbit. ' /></div>
Testlet310000130,"Our Song</h1>&#8220;Our school needs a song,&#8221; <br />Mr. Dawson said to his music class.</div>Jill said, &#8220;It should be about our soccer team: <i>‘<u>We kick the ball into the net; our team has not lost one game yet!&#8217;</u> &#8221;</i></div>Finn said, &#8220;It should be about our garden club: <i>&#8216;We plant the seeds</i></div>"
Testlet310000130,"<i>in one long row; we water, weed, and watch them grow!&#8217; &#8221;</i></div>Ollie said, &#8220;It should be about<br />Mr. Dawson&#8217;s music class: <i>&#8216;Our voices rise into the air; we sing to show how much we care!&#8217; &#8221;</i></div>Mr. Dawson said, &#8220;These are great ideas. Let&#8217;s put them all into the song!&#8221;</div>"
Testlet310000170,"Which Pet?</h1><div class='passageMisc'>Ryan and Skye<br/>Did not agree<br/>Which pet to get<br/>For their family.</div><div class='passageMisc'>&#8220;Let&#8217;s get a bird!&#8221;<br/>Ryan said to Skye.<br/>&#8220;It&#8217;ll talk to us, sing to us,<br/>And teach us to fly!&#8221;</div><div class='passageMisc'>&#8220;A snake would be best,&#8221;<br/>Skye said to Ryan.<br/>&#8220;They don&#8217;t make much noise,<br/>And they don&#8217;t do much flying.&#8221;</div>"
Testlet310000170,"<div class='passageMisc'>Just then through the door<br/>Came their father and mother,<br/><u>With a snake for the sister</u><br/><u>And a bird for the brother!</u></div>"
Testlet3490,"The Lion and the Mouse</h1>One afternoon, sleepy Lion rested near the door of Mouse&#8217;s home. When Mouse tried to creep by, the big cat grabbed him.</div>&#8220;If you let me go, I promise that I&#8217;ll help you someday,&#8221; said Mouse.</div>&#8220;<i>You</i> will help <i>me</i>?&#8221; Lion said, laughing. &#8220;I&#8217;d like to see that!&#8221; But Lion let Mouse go anyway.</div>"
Testlet3490,"Many weeks later, Lion was caught in a net by hunters.</div>Mouse heard Lion&#8217;s roars and came to help. Mouse chewed a hole in the net with his teeth, and Lion crawled out!</div>&#8220;Thank you,&#8221; said Lion. &#8220;You are small, but you&#8217;re a big help!&#8221;</div>"
Testlet3510,"You Can Say That Again!</h1>Parrot was a bird who liked to repeat what his friends said. He thought it was funny to say everything again.</div>Crow said, &#8220;What a beautiful day!&#8221; Parrot said, &#8220;What a beautiful day!&#8221;</div>Eagle said to Parrot, &#8220;Stop it!&#8221; Parrot said, &#8220;Stop it!&#8221;</div>"
Testlet3510,"Soon, no one talked to Parrot. He was sad and lonely.</div>Sparrow wanted to help. She said, &#8220;Parrot, if you want to have friends, you have to stop making everyone angry.&#8221;</div>Parrot wiped away a tear. &#8220;You mean I should stop repeating what everyone says?&#8221; he asked.</div>"
Testlet3510,&#8220;You can say that again!&#8221; said Sparrow. They both laughed.</div>
Testlet3370,"Alma&#8217;s Lesson</h1>&#8220;Alma, get your shoes off the stairs. Put them in your closet where they belong!&#8221; Alma heard her mother, but she was busy talking to Iris on the phone.</div>Iris asked Alma about their homework. &#8220;My notes are upstairs,&#8221; Alma said. &#8220;Wait while I get them.&#8221; Alma raced up the stairs, tripping</div>"
Testlet3370,over her shoes. She fell on her hand.</div>Mother came quickly but didn&#8217;t say a word. She didn&#8217;t have to. Alma knew she was lucky that she wasn&#8217;t really hurt! She picked up her shoes with her good hand and went right to the closet.</div>
Testlet3300,Meet Me at the Fair</h1>Fairs are great places for people to come together and have fun.</div>Some fairs are in the country. You can see lots of farm animals at a country fair. Sometimes people make things and sell them at a fair.</div>Some fairs are in towns. Town fairs may have rides. People of all ages have fun on the rides.</div>
Testlet3300,"Some fairs are in the city. At city fairs, you might hear music, and you might even see dances from other places.</div>What can you find at every fair? Great food! Fairs have tasty treats for everyone!</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_104_tab_page2.svg' /></div>"
Testlet3350,"The White House</h1>There is a big white house in Washington, D.C. It is our president&#8217;s home. It is called the White House.</div>Our president works at the White House. The president leads our country there. The people who help our president work there, too. Leaders from all over the world come to the White House.</div>"
Testlet3350,"The White House is also a home for the president&#8217;s family. The White House is the best place to live! When it is time for a new president to lead our country, the new president moves in.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_105_tab_page2.svg' /></div>"
Testlet3310,Rain Forest Monkeys</h1>Many kinds of monkeys live in the rain forest. This is a great place to live.</div>Most of these monkeys have long tails. Monkeys use their tails to hold on to branches and move through the trees.</div>Rain forest monkeys come in many sizes. Howler monkeys are</div>
Testlet3310,"the largest. They are the most interesting, too.</div>Spider monkeys get their name because they have long arms and legs, like spiders! It would be fun to see a spider monkey.</div>Most rain forest monkeys live together in groups. Each group is like one big happy family!</div>"
Testlet3240,"A Bird That Sews</h1>A tailor is a person who sews or fixes clothes. Did you know that there is also a bird that sews? This bird is called a tailorbird. What this bird does is amazing!</div>First, the male tailorbird finds two leaves. Next, he punches holes in the leaves with his beak. This must be fun.</div>"
Testlet3240,"Then he pulls long green fiber pieces from nearby plants. To him, the fibers are string, or thread. He pulls the fibers through the holes and ties the leaves together. Now the female tailorbird has a safe home to lay her eggs. It is the best home ever!</div>"
Testlet3330,"The Shark Lady</h1>Eugenie Clark has learned a lot about sharks.</div>Eugenie loved fish when she was young. She wanted to know all about them. The first time she saw a shark, she thought it was beautiful.</div>"
Testlet3330,"She went to school to learn about fish. Then she wrote many books about sharks. She wanted to share what she learned with others.</div>In 1955, she helped start a small lab in Florida. Now it is a huge place called the Mote. Almost half a million people visit each year. They learn about sharks and other fish.</div>"
Testlet3330,People now call Eugenie Clark &#8220;The Shark Lady.&#8221;</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_109_tab_page3.svg' /></div>
Testlet3250,"A Treat for the Teeth</h1>Cats and dogs need healthy teeth just like people do. Pets can&#8217;t brush their own teeth, so owners have to do it for them.</div>It&#8217;s best to clean a pet&#8217;s teeth every day. Get special pet toothbrushes and toothpaste. (The toothpaste people use is not good for pets, so don&#8217;t use it!)</div>"
Testlet3250,"Start slowly. For a while, put just a little toothpaste in the pet&#8217;s mouth each day. Also, put the brush in its mouth for a short time. Then, when the pet is ready, start brushing gently. Soon its teeth will sparkle!</div>"
Testlet3450,"Now What?</h1>Dan threw the football to Laura, while their little brother, Tyler, watched.</div>&#8220;I want to kick the ball,&#8221; said Tyler.</div>&#8220;We&#8217;re playing,&#8221; said Dan.</div>Just then, Laura kicked the ball into a tree, and it got stuck!</div>&#8220;Now what?&#8221; asked Tyler.</div>"
Testlet3450,"Dan threw his shoe to knock the ball down, but the shoe got stuck! Laura threw a basketball, but it got stuck, too!</div>Tyler found a broom with a long handle and brought it over. &#8220;Try this,&#8221; he said.</div>Dan used the broom to poke the balls and the shoe, and they all fell down.</div>&#8220;Thanks!&#8221; said Dan and Laura. &#8220;You can kick the ball now.&#8221;</div>"
Testlet3500,"Water Is Everywhere</h1>Water is all around us. It is in rain, clouds, lakes, and seas.</div>Water can appear in three forms.</div>Water can be in a solid form. Solid water is ice. Ice is made when water freezes. Ice cubes are frozen water.</div>"
Testlet3500,"Water can be a liquid. This is the form we see most often. The water we drink is a liquid.</div>Water can be a gas. We see this as steam. When water is heated, it makes steam. People use steam to heat their homes. They also use steam to iron their clothes.</div>"
Testlet3270,"Cool It!</h1>It’s summer, and everyone feels hot and sticky. Here are some cool ideas for beating the heat.</div>Keep it light! Dark clothes take in heat from the sun, so leave the black T-shirts for another day. Wearing lighter colors will keep you cooler.</div>"
Testlet3270,"Make it frosty! What cold treats could help you feel cool? You might try some lemonade or a nice cold bottle of water.</div>Get wet! Ask someone in your family to take you to a pool, a lake, or the ocean. If that doesn’t work, try a cool damp cloth on the back of your neck.</div>"
Testlet3470,The Crow and the Pitcher</h1>Crow was very thirsty because he hadn&#8217;t had any water for days. He found a pitcher with some water at the bottom. But the pitcher was deep. Crow could not reach the water. &#8220;How can I get the water?&#8221; Crow wondered. Then he had an excellent idea.</div>Crow took a pebble in his beak and dropped it into the pitcher. Then he took another pebble and</div>
Testlet3470,dropped it in. Crow added more pebbles until he saw the water rise to the top of the pitcher. He took a drink. Happy Crow whistled all the way home.</div><img class='alignCenter' src='{cdnPath}/images/RC_L2_LB_114_tab_page2.svg' /></div>
Testlet3480,"The Fishing Trip</h1>Grandmother and Sarah were going fishing. Sarah had never fished before. &#8220;Is it easy to catch fish?&#8221; she asked as she took a bite from her apple.</div>&#8220;It is if you use the right bait,&#8221; Grandmother replied. &#8220;But hungry fish will bite almost anything. Once I caught fish using cheese!&#8221;</div>"
Testlet3480,"Sarah giggled. &#8220;May be I&#8217;ll try some apple,&#8221; she said.</div>&#8220;Do you think fish like apples?&#8221; Grandmother asked.</div>&#8220;We won&#8217;t know unless I try!&#8221; Sarah joked.</div>Sarah put some apple on her hook and dropped her line into the</div>"
Testlet3480,water with a splash. Soon Sarah felt a tug on her line.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_115_tab_page3.png' alt='Grandmother and Sarah are sitting in a boat floating on the water. They each have a fishing pole.' /></div>
Testlet3410,"Jackal and Lion</h1>One hot day, Jackal was looking for water. He found a pond next to a giant rock. As Jackal was drinking, he saw Lion coming. Lion probably wanted to eat him.</div>Now, Jackal is a dog, and dogs are smart. So he knew he could trick Lion.</div>"
Testlet3410,"&#8220;Help!&#8221; cried Jackal. &#8220;This giant rock will fall on us! Quick, Lion, help me hold it up!&#8221;</div>Lion and Jackal pushed against the giant rock to hold it up. Then Jackal said, &#8220;I&#8217;ll get a stick to hold up the rock.&#8221;</div>Jackal left Lion holding the rock, and that&#8217;s how Jackal got away!</div>"
Testlet3410,"<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_116_tab_page3.png' alt='Lion is holding both front paws against a large rock. And, Jackal is running away.' /></div>"
Testlet3320,"The Moon</h1>It may seem strange, but it&#8217;s true. The sun is why we can see the moon. We do not see the sun at night, but its light is still at work. Here is what happens.</div>The moon moves around Earth about every 28 days. This trip is called a cycle. The four main parts of the moon&#8217;s cycle are New moon, First Quarter moon, Full moon, and Third Quarter moon.</div>"
Testlet3320,"<div class='passageBody alignCenter'><img aria-describedby='RC_L2_LB_117_tab_page2.svg_DescribeId' src='{cdnPath}/images/RC_L2_LB_117_tab_page2.svg'/><div class='screen-reader-only' id='RC_L2_LB_117_tab_page2.svg_DescribeId'><h4>The Four Main Parts of the Moon's Cycle</h4><ul><li>New Moon, we cannot see the moon at all </li><li>First Quarter Moon, we can see the right half of the moon</li><li>Full Moon, we can see the whole moon!</li><li>Third Quarter Moon, we can see the left half of the moon</li></ul></div></div>Each night, the moon looks a little different to us as it moves through its cycle. That is because the sun lights up the part of the moon that we can see.</div>"
